id,target
9477,0
9478,1
9479,0
9483,1
9487,1
9494,1
9497,1
9498,0
9506,0
9512,0
9514,0
9515,1
9516,0
9517,0
9518,1
9521,1
9523,0
9527,1
9528,1
9530,0
9532,1
9534,1
9535,0
9536,0
9543,1
9544,0
9545,0
9546,0
9549,1
9558,0
9560,0
9561,0
9570,0
9573,0
9578,0
9584,1
9587,0
9588,1
9599,0
9601,0
9604,1
9614,0
9615,0
9621,1
9622,0
9623,0
9624,0
9626,0
9628,0
9630,0
9631,1
9633,0
9635,0
9637,0
9641,1
9647,1
9648,1
9649,0
9658,1
9662,1
9668,0
9671,1
9676,1
9677,0
9679,0
9682,0
9685,0
9689,0
9692,1
9693,0
9694,1
9696,1
9700,0
9711,0
9713,1
9720,1
9721,0
9725,1
9726,0
9727,1
9735,1
9740,0
9742,0
9743,1
9747,0
9748,0
9751,0
9758,0
9767,1
9768,0
9773,1
9777,1
9781,1
9784,0
9786,1
9789,1
9792,1
9793,1
9798,1
9799,1
9802,0
9803,1
9804,0
9805,1
9807,0
9809,1
9811,0
9814,0
9817,0
9821,1
9824,0
9825,0
9827,1
9839,0
9840,1
9843,0
9844,0
9845,0
9847,0
9848,1
9851,0
9852,0
9855,1
9856,1
9863,0
9867,0
9871,0
9876,1
9879,0
9882,0
9891,0
9892,1
9893,1
9895,1
9899,0
9900,1
9902,0
9903,1
9904,0
9908,0
9913,1
9914,0
9917,1
9922,0
9924,0
9926,1
9927,0
9928,1
9929,1
9936,0
9939,1
9947,1
9951,1
9954,0
9956,1
9957,0
9959,0
9962,0
9964,1
9966,0
9968,0
9969,0
9970,0
9975,1
9977,0
9981,1
9993,1
9996,1
9997,0
9999,1
10002,0
10007,0
10015,0
10019,0
10022,0
10024,0
10026,0
10033,0
10043,0
10046,1
10051,0
10053,1
10062,1
10063,1
10065,1
10068,1
10078,1
10086,0
10094,0
10095,1
10096,0
10097,1
10103,1
10104,0
10108,0
10122,1
10123,0
10128,0
10131,0
10133,0
10134,1
10135,0
10145,0
10148,1
10154,0
10155,0
10158,0
10160,1
10161,0
10162,0
10165,0
10166,0
10167,1
10170,0
10178,1
10180,0
10181,0
10185,1
10188,0
10190,1
10196,0
10200,0
10205,0
10211,1
10216,0
10219,1
10221,1
10225,0
10227,0
10228,0
10230,0
10232,0
10233,1
10235,0
10238,1
10240,0
10242,0
10248,0
10254,0
10257,0
10261,1
10262,0
10266,0
10267,1
10271,1
10277,0
10279,0
10281,0
10282,0
10285,0
10292,1
10298,0
10300,0
10309,0
10311,0
10312,0
10319,0
10324,1
10326,0
10328,0
10343,0
10346,1
10347,0
10353,0
10354,1
10356,0
10357,0
10362,1
10363,0
10370,1
10373,0
10386,1
10388,0
10389,0
10391,1
10397,0
10400,1
10403,1
10404,0
10408,0
10417,0
10425,0
10435,1
10437,0
10438,0
10440,1
10442,1
10447,0
10452,0
10453,1
10454,1
10459,1
10460,1
10463,0
10465,1
10469,1
10474,0
10475,1
10476,0
10477,1
10480,1
10491,0
10493,0
10494,1
10495,0
10497,0
10501,0
10504,0
10507,0
10509,0
10510,0
10512,0
10514,0
10526,1
10528,1
10530,0
10531,0
10532,1
10538,0
10539,1
10542,0
10547,1
10549,1
10556,0
10569,0
10572,1
10577,0
10579,0
10586,0
10594,0
10595,0
10597,0
10602,0
10604,0
10614,0
10617,0
10618,1
10619,0
10624,0
10633,0
10634,0
10635,0
10638,0
10639,0
10642,0
10643,1
10645,1
10646,0
10649,1
10652,0
10653,1
10654,1
10661,1
10664,0
10668,0
10670,0
10674,0
10683,1
10694,1
10697,1
10699,0
10701,0
10703,1
10713,0
10714,0
10716,1
10717,0
10719,0
10725,0
10728,1
10734,0
10738,1
10740,0
10742,1
10756,0
10757,0
10758,1
10761,0
10762,1
10773,1
10778,0
10781,0
10791,1
10792,0
10796,1
10797,0
10801,0
10804,1
10806,1
10807,0
10816,0
10820,0
10828,0
10836,1
10838,1
10845,1
10856,1
10857,1
10858,1
10861,1
10865,0
10868,0
10874,1
10875,1
